Convergence rates for cooperation in heterogeneous populations,"Andrew Bean, Peter Kairouz, Andrew Singer, ",2012,0
Performance guarantees of signal recovery via block-OMP with thresholding,"Rui Hu, Yuli Fu, Youjun Xiang, Rong Rong, ",2017,0
Wideband spectrum sensing in cognitive radio with structured Bayesian compressed sensing by variational Bayesian approach,"Yongqing Qian, Weizhen Chen, ",2016,0
Wideband Spectrum Sensing in Cognitive Radio with Double-Level Binary Tree Bayesian Compressed Sensing,"Yongqing Qian, Weizhen Chen, ",2016,0
Compressed sensing for portable millimeter wave 3D imaging radar,"Renyuan Zhang, Siyang Cao, ",2017,0
Prototype design of multicoset sampling based on compressed sensing,"Zhang Jingchao, Liu Peizhuo, Fu Ning, Peng Xiyuan, ",2015,1,Compressed sensing for portable millimeter wave 3D imaging radar
Discrete blind reconstruction method for multi-coset sampling,"Ningfei Dong, Jianxin Wang, Hai Yu, ",2016,0
Performance comparison of reconstruction algorithms in discrete blind multi-coset sampling,"Ruben Grigoryan, Thomas Arildsen, Deepaknath Tandur, Torben Larsen, ",2012,3,Prototype design of multicoset sampling based on compressed sensing,Discrete blind reconstruction method for multi-coset sampling
A RVM-based RSS model for device-free localization,"Xiaobing Hong, Baolin Shang, Kaide Huang, Ruixun Kong, Lei Bo, Xuemei Guo, Guoli Wang, ",2017,0
Dictionary Refinement for Compressive Sensing Based Device-Free Localization via the Variational EM Algorithm,"Dongping Yu, Yan Guo, Ning Li, DAgang Fang, ",2016,0
Reconstruction algorithm using exact tree projection for tree-structured compressive sensing,"Maojiao Wang, Xiaohong Wu, Wenhui Jing, Xiaohai He, ",2016,0
Data-efficient radio tomographic imaging with adaptive Bayesian compressive sensing,"Kaide Huang, Yubin Luo, Xuemei Guo, Guoli Wang, ",2015,0
An Antinoise-Folding Algorithm for the Recovery of Biomedical Signals From Noisy Measurements,"Priya Ranjan Muduli, Atindra Kanti Mandal, Anirban Mukherjee, ",2017,0
Sparse Bayesian Learning with joint noise robustness and signal sparsity,"Shengbo Tan, Kaide Huang, Baolin Shang, Xuemei Guo, Guoli Wang, ",2017,0
